name,description,price,category,stock
"Router Office","Producto de alta calidad para uso profesional",1316.82,Computadoras,333
"Monitor Elite","Producto de alta calidad para uso profesional",1802.40,Almacenamiento,348
"Router Gaming","Producto de alta calidad para uso profesional",298.54,Perifericos,130
"Mouse Elite","Producto de alta calidad para uso profesional",125.00,Audio,313
"Monitor Premium","Producto de alta calidad para uso profesional",1544.13,Redes,333
"Impresora Pro","Producto de alta calidad para uso profesional",576.72,Computadoras,408
"Monitor Smart","Producto de alta calidad para uso profesional",431.29,Audio,306
"Teclado Lite","Producto de alta calidad para uso profesional",50.04,Computadoras,230
"Laptop Plus","Producto de alta calidad para uso profesional",983.40,Computadoras,88
"Teclado Elite","Producto de alta calidad para uso profesional",85.80,Perifericos,257
"Tablet Elite","Producto de alta calidad para uso profesional",1955.88,Almacenamiento,263
"Monitor Max","Producto de alta calidad para uso profesional",1278.94,Almacenamiento,137
"Router Pro","Producto de alta calidad para uso profesional",938.31,Almacenamiento,429
"Mouse Plus","Producto de alta calidad para uso profesional",1594.65,Almacenamiento,440
"Teclado Plus","Producto de alta calidad para uso profesional",337.58,Computadoras,243
"Webcam Office","Producto de alta calidad para uso profesional",726.96,Redes,148
"Teclado Office","Producto de alta calidad para uso profesional",1890.17,Redes,165
"SSD Premium","Producto de alta calidad para uso profesional",1439.01,Redes,257
"Monitor Max","Producto de alta calidad para uso profesional",670.74,Redes,70
"Impresora Smart","Producto de alta calidad para uso profesional",1797.12,Computadoras,437
"Monitor Pro","Producto de alta calidad para uso profesional",53.07,Audio,428
"Auriculares Elite","Producto de alta calidad para uso profesional",107.82,Audio,422
"Teclado Smart","Producto de alta calidad para uso profesional",365.15,Perifericos,215
"Impresora Max","Producto de alta calidad para uso profesional",1528.23,Redes,398
"Impresora Pro","Producto de alta calidad para uso profesional",1521.82,Audio,348
"Teclado Lite","Producto de alta calidad para uso profesional",848.86,Perifericos,377
"Mouse Pro","Producto de alta calidad para uso profesional",725.40,Perifericos,448
"Laptop Premium","Producto de alta calidad para uso profesional",1032.89,Perifericos,475
"Auriculares Smart","Producto de alta calidad para uso profesional",22.35,Audio,119
"Impresora Office","Producto de alta calidad para uso profesional",1484.72,Almacenamiento,400
"Teclado Ultra","Producto de alta calidad para uso profesional",593.68,Almacenamiento,497
"Impresora Lite","Producto de alta calidad para uso profesional",750.75,Perifericos,354
"Auriculares Max","Producto de alta calidad para uso profesional",1399.73,Almacenamiento,108
"Mouse Max","Producto de alta calidad para uso profesional",338.84,Redes,459
"Impresora Ultra","Producto de alta calidad para uso profesional",1749.44,Redes,481
"Teclado Gaming","Producto de alta calidad para uso profesional",1386.30,Computadoras,353
"Laptop Pro","Producto de alta calidad para uso profesional",1368.39,Redes,224
"Webcam Premium","Producto de alta calidad para uso profesional",1834.81,Redes,463
"SSD Smart","Producto de alta calidad para uso profesional",632.62,Computadoras,473
"Laptop Pro","Producto de alta calidad para uso profesional",1381.69,Perifericos,269
"Mouse Max","Producto de alta calidad para uso profesional",1342.72,Perifericos,74
"Webcam Gaming","Producto de alta calidad para uso profesional",1038.05,Almacenamiento,191
"Impresora Max","Producto de alta calidad para uso profesional",938.57,Computadoras,107
"Monitor Lite","Producto de alta calidad para uso profesional",1692.33,Computadoras,371
"SSD Office","Producto de alta calidad para uso profesional",1773.65,Audio,50
"Teclado Elite","Producto de alta calidad para uso profesional",895.73,Audio,209
"Laptop Smart","Producto de alta calidad para uso profesional",13.78,Redes,263
"Mouse Smart","Producto de alta calidad para uso profesional",977.17,Audio,105
"Auriculares Max","Producto de alta calidad para uso profesional",538.46,Audio,215
"Monitor Premium","Producto de alta calidad para uso profesional",559.45,Almacenamiento,65
"Tablet Gaming","Producto de alta calidad para uso profesional",1141.52,Audio,402
"Mouse Max","Producto de alta calidad para uso profesional",526.30,Perifericos,60
"Monitor Plus","Producto de alta calidad para uso profesional",1296.98,Computadoras,31
"Auriculares Lite","Producto de alta calidad para uso profesional",1865.26,Perifericos,227
"Webcam Pro","Producto de alta calidad para uso profesional",1665.25,Redes,398
"Webcam Smart","Producto de alta calidad para uso profesional",1015.37,Redes,278
"Webcam Max","Producto de alta calidad para uso profesional",846.81,Perifericos,73
"Monitor Gaming","Producto de alta calidad para uso profesional",1867.55,Redes,379
"Teclado Premium","Producto de alta calidad para uso profesional",1455.90,Audio,282
"Tablet Office","Producto de alta calidad para uso profesional",1800.51,Computadoras,196
"Impresora Lite","Producto de alta calidad para uso profesional",754.07,Almacenamiento,492
"Laptop Elite","Producto de alta calidad para uso profesional",626.36,Perifericos,59
"Laptop Lite","Producto de alta calidad para uso profesional",1326.21,Audio,273
"Auriculares Max","Producto de alta calidad para uso profesional",487.23,Perifericos,204
"Mouse Max","Producto de alta calidad para uso profesional",294.33,Redes,294
"Teclado Office","Producto de alta calidad para uso profesional",512.55,Audio,74
"Auriculares Smart","Producto de alta calidad para uso profesional",1201.24,Computadoras,398
"Laptop Elite","Producto de alta calidad para uso profesional",1594.09,Almacenamiento,379
"Teclado Pro","Producto de alta calidad para uso profesional",1369.94,Audio,89
"Laptop Plus","Producto de alta calidad para uso profesional",1141.79,Perifericos,82
"Teclado Elite","Producto de alta calidad para uso profesional",1979.75,Almacenamiento,68
"Mouse Premium","Producto de alta calidad para uso profesional",675.16,Computadoras,378
"Teclado Office","Producto de alta calidad para uso profesional",1036.17,Redes,185
"Router Plus","Producto de alta calidad para uso profesional",1186.14,Perifericos,274
"Tablet Pro","Producto de alta calidad para uso profesional",875.14,Computadoras,66
"Monitor Gaming","Producto de alta calidad para uso profesional",1325.13,Computadoras,275
"SSD Smart","Producto de alta calidad para uso profesional",378.78,Almacenamiento,248
"Auriculares Lite","Producto de alta calidad para uso profesional",761.62,Computadoras,135
"Teclado Premium","Producto de alta calidad para uso profesional",1338.12,Perifericos,443
"Webcam Smart","Producto de alta calidad para uso profesional",807.85,Redes,68
"Tablet Pro","Producto de alta calidad para uso profesional",839.37,Audio,495
"Laptop Max","Producto de alta calidad para uso profesional",1621.16,Redes,92
"Teclado Office","Producto de alta calidad para uso profesional",115.73,Almacenamiento,22
"Router Elite","Producto de alta calidad para uso profesional",1331.93,Computadoras,73
"Webcam Max","Producto de alta calidad para uso profesional",1623.59,Redes,285
"Laptop Office","Producto de alta calidad para uso profesional",1125.02,Perifericos,260
"SSD Premium","Producto de alta calidad para uso profesional",412.65,Perifericos,9
"Laptop Lite","Producto de alta calidad para uso profesional",596.58,Audio,349
"Teclado Max","Producto de alta calidad para uso profesional",1319.00,Perifericos,271
"Monitor Ultra","Producto de alta calidad para uso profesional",1755.06,Redes,158
"Router Ultra","Producto de alta calidad para uso profesional",1151.43,Almacenamiento,224
"Laptop Elite","Producto de alta calidad para uso profesional",1067.69,Redes,156
"Webcam Ultra","Producto de alta calidad para uso profesional",1006.09,Computadoras,383
"Webcam Premium","Producto de alta calidad para uso profesional",1334.76,Redes,411
"Laptop Pro","Producto de alta calidad para uso profesional",107.84,Redes,5
"Laptop Ultra","Producto de alta calidad para uso profesional",286.11,Almacenamiento,373
"Webcam Office","Producto de alta calidad para uso profesional",986.17,Almacenamiento,360
"Impresora Plus","Producto de alta calidad para uso profesional",1054.55,Computadoras,127
"Impresora Elite","Producto de alta calidad para uso profesional",846.10,Audio,364
"SSD Ultra","Producto de alta calidad para uso profesional",770.28,Almacenamiento,444
"Auriculares Plus","Producto de alta calidad para uso profesional",664.34,Perifericos,371
"Laptop Gaming","Producto de alta calidad para uso profesional",230.67,Redes,254
"Auriculares Ultra","Producto de alta calidad para uso profesional",1036.64,Perifericos,371
"Impresora Ultra","Producto de alta calidad para uso profesional",1290.67,Almacenamiento,383
"Router Smart","Producto de alta calidad para uso profesional",1364.18,Almacenamiento,58
"Tablet Smart","Producto de alta calidad para uso profesional",1126.28,Redes,465
"Impresora Premium","Producto de alta calidad para uso profesional",715.62,Audio,382
"Mouse Lite","Producto de alta calidad para uso profesional",1956.36,Redes,475
"Teclado Smart","Producto de alta calidad para uso profesional",783.49,Audio,63
"Monitor Plus","Producto de alta calidad para uso profesional",1255.68,Audio,377
"Tablet Gaming","Producto de alta calidad para uso profesional",361.58,Redes,175
"Auriculares Pro","Producto de alta calidad para uso profesional",1032.98,Almacenamiento,118
"Teclado Premium","Producto de alta calidad para uso profesional",1196.92,Perifericos,253
"Webcam Plus","Producto de alta calidad para uso profesional",1385.96,Computadoras,21
"Laptop Lite","Producto de alta calidad para uso profesional",1109.10,Audio,265
"Impresora Plus","Producto de alta calidad para uso profesional",606.76,Audio,5
"Webcam Ultra","Producto de alta calidad para uso profesional",32.16,Computadoras,300
"SSD Plus","Producto de alta calidad para uso profesional",1965.54,Computadoras,219
"Tablet Ultra","Producto de alta calidad para uso profesional",1853.79,Perifericos,223
"Monitor Plus","Producto de alta calidad para uso profesional",1971.94,Almacenamiento,3
"SSD Ultra","Producto de alta calidad para uso profesional",40.89,Perifericos,451
"Impresora Max","Producto de alta calidad para uso profesional",1925.89,Computadoras,42
"Impresora Premium","Producto de alta calidad para uso profesional",1965.55,Perifericos,77
"Impresora Smart","Producto de alta calidad para uso profesional",1237.13,Redes,403
"Monitor Elite","Producto de alta calidad para uso profesional",294.84,Redes,48
"Webcam Gaming","Producto de alta calidad para uso profesional",480.88,Perifericos,72
"SSD Max","Producto de alta calidad para uso profesional",139.43,Almacenamiento,384
"SSD Max","Producto de alta calidad para uso profesional",1571.81,Almacenamiento,300
"Webcam Ultra","Producto de alta calidad para uso profesional",1189.80,Computadoras,345
"Mouse Premium","Producto de alta calidad para uso profesional",358.06,Audio,139
"Auriculares Pro","Producto de alta calidad para uso profesional",1214.39,Perifericos,293
"Auriculares Elite","Producto de alta calidad para uso profesional",945.87,Redes,215
"Teclado Elite","Producto de alta calidad para uso profesional",1917.80,Audio,115
"Monitor Premium","Producto de alta calidad para uso profesional",1927.67,Audio,471
"Tablet Plus","Producto de alta calidad para uso profesional",100.66,Computadoras,213
"Impresora Elite","Producto de alta calidad para uso profesional",113.59,Audio,498
"Impresora Max","Producto de alta calidad para uso profesional",398.18,Audio,437
"Webcam Pro","Producto de alta calidad para uso profesional",1747.93,Almacenamiento,241
"Webcam Pro","Producto de alta calidad para uso profesional",295.52,Almacenamiento,437
"Webcam Max","Producto de alta calidad para uso profesional",488.40,Perifericos,209
"Mouse Plus","Producto de alta calidad para uso profesional",63.88,Almacenamiento,168
"SSD Pro","Producto de alta calidad para uso profesional",449.90,Redes,48
"Router Ultra","Producto de alta calidad para uso profesional",1555.73,Computadoras,346
"SSD Max","Producto de alta calidad para uso profesional",66.43,Almacenamiento,147
"Webcam Max","Producto de alta calidad para uso profesional",1097.95,Perifericos,176
"Laptop Pro","Producto de alta calidad para uso profesional",1551.19,Computadoras,218
"Webcam Gaming","Producto de alta calidad para uso profesional",902.39,Computadoras,84
"Router Plus","Producto de alta calidad para uso profesional",424.67,Perifericos,464
"Impresora Smart","Producto de alta calidad para uso profesional",1228.74,Almacenamiento,372
"Laptop Smart","Producto de alta calidad para uso profesional",435.36,Computadoras,270
"Laptop Max","Producto de alta calidad para uso profesional",1230.18,Perifericos,189
"Auriculares Office","Producto de alta calidad para uso profesional",1084.75,Audio,207
"Teclado Pro","Producto de alta calidad para uso profesional",1779.45,Almacenamiento,308
"Impresora Smart","Producto de alta calidad para uso profesional",1463.32,Almacenamiento,226
"Monitor Smart","Producto de alta calidad para uso profesional",1428.80,Perifericos,294
"Laptop Gaming","Producto de alta calidad para uso profesional",584.03,Audio,216
"Tablet Lite","Producto de alta calidad para uso profesional",1858.86,Audio,274
"Auriculares Ultra","Producto de alta calidad para uso profesional",1793.36,Audio,185
"Impresora Smart","Producto de alta calidad para uso profesional",848.80,Perifericos,419
"Webcam Smart","Producto de alta calidad para uso profesional",1163.89,Perifericos,390
"Tablet Office","Producto de alta calidad para uso profesional",1205.78,Perifericos,42
"Laptop Gaming","Producto de alta calidad para uso profesional",1179.42,Redes,321
"Monitor Elite","Producto de alta calidad para uso profesional",107.74,Almacenamiento,306
"Mouse Elite","Producto de alta calidad para uso profesional",1689.36,Audio,157
"Tablet Office","Producto de alta calidad para uso profesional",858.84,Computadoras,244
"Tablet Premium","Producto de alta calidad para uso profesional",1980.38,Perifericos,268
"Webcam Smart","Producto de alta calidad para uso profesional",725.38,Computadoras,359
"Laptop Pro","Producto de alta calidad para uso profesional",1054.98,Perifericos,451
"Monitor Premium","Producto de alta calidad para uso profesional",1956.97,Redes,333
"Monitor Smart","Producto de alta calidad para uso profesional",1099.20,Audio,270
"Mouse Plus","Producto de alta calidad para uso profesional",388.24,Perifericos,83
"Monitor Ultra","Producto de alta calidad para uso profesional",519.65,Audio,189
"Monitor Ultra","Producto de alta calidad para uso profesional",863.42,Perifericos,19
"Teclado Pro","Producto de alta calidad para uso profesional",307.42,Audio,151
"Laptop Office","Producto de alta calidad para uso profesional",514.90,Perifericos,333
"Teclado Office","Producto de alta calidad para uso profesional",1576.88,Redes,414
"Webcam Office","Producto de alta calidad para uso profesional",1257.86,Redes,201
"Auriculares Ultra","Producto de alta calidad para uso profesional",1759.35,Audio,464
"Tablet Lite","Producto de alta calidad para uso profesional",663.29,Almacenamiento,186
"SSD Gaming","Producto de alta calidad para uso profesional",337.73,Audio,245
"Tablet Ultra","Producto de alta calidad para uso profesional",1406.65,Almacenamiento,134
"Teclado Elite","Producto de alta calidad para uso profesional",510.05,Perifericos,301
"Webcam Gaming","Producto de alta calidad para uso profesional",1430.00,Audio,151
"Webcam Plus","Producto de alta calidad para uso profesional",1870.83,Redes,370
"Auriculares Lite","Producto de alta calidad para uso profesional",331.27,Perifericos,204
"Mouse Premium","Producto de alta calidad para uso profesional",203.48,Audio,63
"Mouse Max","Producto de alta calidad para uso profesional",709.94,Redes,450
"Impresora Max","Producto de alta calidad para uso profesional",1097.53,Perifericos,80
"Tablet Ultra","Producto de alta calidad para uso profesional",1548.67,Audio,53
"Auriculares Elite","Producto de alta calidad para uso profesional",99.86,Audio,199
"Router Premium","Producto de alta calidad para uso profesional",741.66,Perifericos,446
"SSD Lite","Producto de alta calidad para uso profesional",1170.73,Perifericos,162
"SSD Pro","Producto de alta calidad para uso profesional",335.18,Redes,26
"Webcam Gaming","Producto de alta calidad para uso profesional",1906.65,Computadoras,399
"Webcam Pro","Producto de alta calidad para uso profesional",1979.70,Redes,258
"Monitor Gaming","Producto de alta calidad para uso profesional",112.54,Redes,9
"Router Premium","Producto de alta calidad para uso profesional",167.53,Computadoras,199
"SSD Office","Producto de alta calidad para uso profesional",1283.46,Perifericos,106
"Impresora Elite","Producto de alta calidad para uso profesional",1720.84,Computadoras,389
"Tablet Plus","Producto de alta calidad para uso profesional",1189.60,Redes,367
"Mouse Smart","Producto de alta calidad para uso profesional",1200.59,Computadoras,7
"Mouse Office","Producto de alta calidad para uso profesional",1699.68,Computadoras,203
"Impresora Pro","Producto de alta calidad para uso profesional",1265.07,Computadoras,454
"Router Lite","Producto de alta calidad para uso profesional",534.73,Almacenamiento,425
"Tablet Ultra","Producto de alta calidad para uso profesional",531.50,Computadoras,12
"Laptop Lite","Producto de alta calidad para uso profesional",1122.60,Computadoras,251
"SSD Gaming","Producto de alta calidad para uso profesional",985.77,Perifericos,107
"Mouse Max","Producto de alta calidad para uso profesional",750.17,Redes,220
"SSD Elite","Producto de alta calidad para uso profesional",283.90,Perifericos,215
"Tablet Ultra","Producto de alta calidad para uso profesional",1065.42,Computadoras,66
"Auriculares Max","Producto de alta calidad para uso profesional",1645.69,Perifericos,461
"Auriculares Elite","Producto de alta calidad para uso profesional",1610.77,Almacenamiento,409
"Laptop Plus","Producto de alta calidad para uso profesional",394.37,Computadoras,434
"Webcam Elite","Producto de alta calidad para uso profesional",696.64,Perifericos,62
"Router Plus","Producto de alta calidad para uso profesional",1287.07,Audio,112
"Impresora Office","Producto de alta calidad para uso profesional",655.24,Almacenamiento,95
"Laptop Pro","Producto de alta calidad para uso profesional",185.20,Perifericos,236
"Mouse Ultra","Producto de alta calidad para uso profesional",327.02,Perifericos,449
"Tablet Premium","Producto de alta calidad para uso profesional",1434.69,Almacenamiento,354
"SSD Lite","Producto de alta calidad para uso profesional",899.69,Almacenamiento,471
"Auriculares Premium","Producto de alta calidad para uso profesional",1094.07,Almacenamiento,314
"Router Plus","Producto de alta calidad para uso profesional",1885.83,Perifericos,53
"Auriculares Premium","Producto de alta calidad para uso profesional",750.02,Computadoras,220
"Impresora Ultra","Producto de alta calidad para uso profesional",1470.63,Audio,446
"Auriculares Office","Producto de alta calidad para uso profesional",1751.59,Almacenamiento,495
"Monitor Pro","Producto de alta calidad para uso profesional",265.35,Redes,38
"Tablet Office","Producto de alta calidad para uso profesional",1943.77,Audio,334
"Webcam Plus","Producto de alta calidad para uso profesional",1323.82,Perifericos,293
"Monitor Gaming","Producto de alta calidad para uso profesional",1972.14,Perifericos,40
"Mouse Smart","Producto de alta calidad para uso profesional",691.78,Almacenamiento,85
"Tablet Smart","Producto de alta calidad para uso profesional",1631.30,Computadoras,494
"Teclado Pro","Producto de alta calidad para uso profesional",1271.40,Perifericos,210
"Laptop Ultra","Producto de alta calidad para uso profesional",571.74,Perifericos,191
"SSD Gaming","Producto de alta calidad para uso profesional",440.82,Almacenamiento,417
"SSD Pro","Producto de alta calidad para uso profesional",1752.70,Computadoras,256
"Laptop Lite","Producto de alta calidad para uso profesional",502.23,Perifericos,270
"Monitor Max","Producto de alta calidad para uso profesional",659.52,Perifericos,198
"Laptop Premium","Producto de alta calidad para uso profesional",438.55,Perifericos,32
"Impresora Lite","Producto de alta calidad para uso profesional",554.65,Audio,497
"Auriculares Plus","Producto de alta calidad para uso profesional",899.24,Perifericos,340
"Impresora Office","Producto de alta calidad para uso profesional",1785.88,Redes,303
"SSD Gaming","Producto de alta calidad para uso profesional",1891.56,Almacenamiento,205
"Teclado Ultra","Producto de alta calidad para uso profesional",1386.61,Almacenamiento,290
"Tablet Smart","Producto de alta calidad para uso profesional",13.50,Computadoras,304
"Monitor Lite","Producto de alta calidad para uso profesional",371.02,Perifericos,16
"Teclado Office","Producto de alta calidad para uso profesional",1035.52,Computadoras,119
"Impresora Elite","Producto de alta calidad para uso profesional",297.46,Perifericos,413
"Tablet Max","Producto de alta calidad para uso profesional",896.60,Redes,259
"SSD Pro","Producto de alta calidad para uso profesional",872.47,Computadoras,343
"Monitor Plus","Producto de alta calidad para uso profesional",488.17,Computadoras,83
"Teclado Premium","Producto de alta calidad para uso profesional",1011.90,Audio,254
"Webcam Max","Producto de alta calidad para uso profesional",1091.92,Redes,244
"Laptop Ultra","Producto de alta calidad para uso profesional",1968.93,Perifericos,473
"Tablet Ultra","Producto de alta calidad para uso profesional",580.79,Audio,484
"Laptop Max","Producto de alta calidad para uso profesional",118.08,Audio,14
"Teclado Office","Producto de alta calidad para uso profesional",650.49,Redes,499
"Impresora Plus","Producto de alta calidad para uso profesional",1950.61,Audio,82
"Auriculares Pro","Producto de alta calidad para uso profesional",1502.28,Perifericos,201
"Mouse Lite","Producto de alta calidad para uso profesional",129.03,Perifericos,402
"Teclado Premium","Producto de alta calidad para uso profesional",1519.07,Almacenamiento,314
"SSD Premium","Producto de alta calidad para uso profesional",843.35,Almacenamiento,314
"Laptop Max","Producto de alta calidad para uso profesional",311.14,Perifericos,296
"Impresora Gaming","Producto de alta calidad para uso profesional",1710.60,Computadoras,3
"Auriculares Lite","Producto de alta calidad para uso profesional",826.58,Redes,491
"Teclado Pro","Producto de alta calidad para uso profesional",364.58,Redes,300
"Router Lite","Producto de alta calidad para uso profesional",873.81,Audio,127
"Teclado Ultra","Producto de alta calidad para uso profesional",778.11,Computadoras,297
"Impresora Gaming","Producto de alta calidad para uso profesional",1009.88,Computadoras,23
"Mouse Elite","Producto de alta calidad para uso profesional",1194.43,Perifericos,413
"SSD Premium","Producto de alta calidad para uso profesional",422.18,Redes,381
"Monitor Max","Producto de alta calidad para uso profesional",711.99,Redes,267
"SSD Plus","Producto de alta calidad para uso profesional",721.49,Audio,375
"SSD Max","Producto de alta calidad para uso profesional",94.45,Audio,309
"Impresora Pro","Producto de alta calidad para uso profesional",549.32,Perifericos,41
"Impresora Elite","Producto de alta calidad para uso profesional",350.49,Redes,44
"Teclado Pro","Producto de alta calidad para uso profesional",1000.05,Audio,205
"Monitor Elite","Producto de alta calidad para uso profesional",1099.26,Computadoras,463
"SSD Plus","Producto de alta calidad para uso profesional",649.91,Computadoras,436
"Router Max","Producto de alta calidad para uso profesional",1843.46,Computadoras,238
"Mouse Premium","Producto de alta calidad para uso profesional",568.81,Almacenamiento,202
"Monitor Ultra","Producto de alta calidad para uso profesional",1714.30,Redes,139
"Teclado Premium","Producto de alta calidad para uso profesional",391.38,Perifericos,330
"Monitor Elite","Producto de alta calidad para uso profesional",397.33,Redes,29
"Auriculares Ultra","Producto de alta calidad para uso profesional",1158.95,Almacenamiento,8
"Laptop Pro","Producto de alta calidad para uso profesional",1743.56,Almacenamiento,102
"Laptop Lite","Producto de alta calidad para uso profesional",102.19,Perifericos,332
"Laptop Gaming","Producto de alta calidad para uso profesional",745.66,Computadoras,272
"Mouse Ultra","Producto de alta calidad para uso profesional",1421.94,Redes,348
"Auriculares Gaming","Producto de alta calidad para uso profesional",596.88,Audio,230
"Teclado Lite","Producto de alta calidad para uso profesional",1196.26,Perifericos,337
"Laptop Ultra","Producto de alta calidad para uso profesional",613.25,Almacenamiento,77
"Webcam Max","Producto de alta calidad para uso profesional",1419.97,Audio,55
"Tablet Max","Producto de alta calidad para uso profesional",1165.94,Perifericos,486
"Auriculares Plus","Producto de alta calidad para uso profesional",1276.39,Perifericos,420
"Auriculares Office","Producto de alta calidad para uso profesional",1434.88,Almacenamiento,351
"SSD Plus","Producto de alta calidad para uso profesional",1704.09,Almacenamiento,391
"SSD Lite","Producto de alta calidad para uso profesional",1731.17,Almacenamiento,335
"SSD Gaming","Producto de alta calidad para uso profesional",124.88,Redes,418
"Router Max","Producto de alta calidad para uso profesional",1401.10,Redes,422
"SSD Max","Producto de alta calidad para uso profesional",907.27,Almacenamiento,442
"Teclado Premium","Producto de alta calidad para uso profesional",1019.82,Redes,431
"Monitor Lite","Producto de alta calidad para uso profesional",1806.77,Redes,331
"Webcam Plus","Producto de alta calidad para uso profesional",1494.68,Perifericos,312
"Laptop Lite","Producto de alta calidad para uso profesional",1953.68,Perifericos,65
"Webcam Premium","Producto de alta calidad para uso profesional",306.83,Perifericos,220
"Tablet Lite","Producto de alta calidad para uso profesional",149.43,Computadoras,213
"Monitor Ultra","Producto de alta calidad para uso profesional",1111.05,Computadoras,473
"Monitor Premium","Producto de alta calidad para uso profesional",1556.06,Perifericos,37
"Laptop Premium","Producto de alta calidad para uso profesional",1625.76,Computadoras,463
"Tablet Lite","Producto de alta calidad para uso profesional",1762.74,Audio,454
"Webcam Pro","Producto de alta calidad para uso profesional",995.12,Almacenamiento,254
"SSD Premium","Producto de alta calidad para uso profesional",1930.36,Audio,423
"Laptop Office","Producto de alta calidad para uso profesional",1097.05,Perifericos,304
"Router Lite","Producto de alta calidad para uso profesional",1885.42,Audio,61
"Webcam Gaming","Producto de alta calidad para uso profesional",414.83,Almacenamiento,112
"Monitor Pro","Producto de alta calidad para uso profesional",840.27,Redes,74
"SSD Max","Producto de alta calidad para uso profesional",884.46,Perifericos,248
"Auriculares Pro","Producto de alta calidad para uso profesional",1086.64,Audio,464
"Laptop Pro","Producto de alta calidad para uso profesional",89.07,Perifericos,141
"Tablet Lite","Producto de alta calidad para uso profesional",614.96,Almacenamiento,207
"Webcam Pro","Producto de alta calidad para uso profesional",918.55,Almacenamiento,360
"Mouse Gaming","Producto de alta calidad para uso profesional",406.71,Computadoras,382
"Webcam Plus","Producto de alta calidad para uso profesional",903.45,Computadoras,164
"Webcam Pro","Producto de alta calidad para uso profesional",309.78,Computadoras,238
"Tablet Elite","Producto de alta calidad para uso profesional",1177.96,Redes,423
"Auriculares Office","Producto de alta calidad para uso profesional",67.14,Redes,196
"Webcam Premium","Producto de alta calidad para uso profesional",482.88,Perifericos,115
"Tablet Max","Producto de alta calidad para uso profesional",183.62,Redes,438
"SSD Pro","Producto de alta calidad para uso profesional",235.32,Perifericos,7
"Webcam Plus","Producto de alta calidad para uso profesional",188.24,Computadoras,218
"Tablet Max","Producto de alta calidad para uso profesional",1414.27,Almacenamiento,303
"Mouse Office","Producto de alta calidad para uso profesional",1416.05,Audio,20
"SSD Smart","Producto de alta calidad para uso profesional",1024.45,Computadoras,57
"Mouse Elite","Producto de alta calidad para uso profesional",321.98,Almacenamiento,78
"SSD Premium","Producto de alta calidad para uso profesional",605.61,Almacenamiento,361
"SSD Gaming","Producto de alta calidad para uso profesional",1604.31,Computadoras,201
"Teclado Max","Producto de alta calidad para uso profesional",1020.10,Almacenamiento,445
"Auriculares Plus","Producto de alta calidad para uso profesional",129.00,Computadoras,386
"Impresora Ultra","Producto de alta calidad para uso profesional",70.65,Almacenamiento,173
"Tablet Ultra","Producto de alta calidad para uso profesional",403.28,Almacenamiento,19
"Teclado Office","Producto de alta calidad para uso profesional",489.15,Almacenamiento,430
"SSD Office","Producto de alta calidad para uso profesional",281.10,Computadoras,341
"Laptop Lite","Producto de alta calidad para uso profesional",669.31,Perifericos,150
"Monitor Smart","Producto de alta calidad para uso profesional",1891.04,Audio,155
"Impresora Ultra","Producto de alta calidad para uso profesional",224.84,Perifericos,196
"Impresora Pro","Producto de alta calidad para uso profesional",605.00,Audio,377
"Teclado Plus","Producto de alta calidad para uso profesional",565.07,Computadoras,59
"Laptop Premium","Producto de alta calidad para uso profesional",509.11,Perifericos,267
"Teclado Lite","Producto de alta calidad para uso profesional",101.68,Redes,372
"Router Max","Producto de alta calidad para uso profesional",1548.76,Perifericos,373
"Router Plus","Producto de alta calidad para uso profesional",479.59,Perifericos,193
"Teclado Gaming","Producto de alta calidad para uso profesional",1559.06,Audio,308
"Webcam Plus","Producto de alta calidad para uso profesional",649.27,Almacenamiento,388
"Webcam Smart","Producto de alta calidad para uso profesional",1419.62,Audio,155
"SSD Premium","Producto de alta calidad para uso profesional",1814.01,Perifericos,486
"Auriculares Pro","Producto de alta calidad para uso profesional",516.74,Perifericos,96
"Router Plus","Producto de alta calidad para uso profesional",1387.45,Perifericos,2
"Webcam Plus","Producto de alta calidad para uso profesional",1230.93,Redes,197
"Webcam Office","Producto de alta calidad para uso profesional",1213.73,Computadoras,419
"Router Elite","Producto de alta calidad para uso profesional",1471.17,Audio,303
"Webcam Premium","Producto de alta calidad para uso profesional",1793.99,Perifericos,281
"Router Lite","Producto de alta calidad para uso profesional",1806.37,Perifericos,355
"Mouse Office","Producto de alta calidad para uso profesional",360.42,Redes,403
"Impresora Lite","Producto de alta calidad para uso profesional",787.61,Audio,180
"Router Gaming","Producto de alta calidad para uso profesional",1698.35,Computadoras,58
"Mouse Office","Producto de alta calidad para uso profesional",1531.46,Computadoras,281
"Mouse Plus","Producto de alta calidad para uso profesional",990.86,Audio,142
"Mouse Elite","Producto de alta calidad para uso profesional",603.54,Almacenamiento,324
"Mouse Max","Producto de alta calidad para uso profesional",1441.91,Perifericos,75
"Monitor Ultra","Producto de alta calidad para uso profesional",206.28,Perifericos,220
"Monitor Smart","Producto de alta calidad para uso profesional",1567.09,Redes,14
"Tablet Pro","Producto de alta calidad para uso profesional",741.63,Audio,268
"Mouse Max","Producto de alta calidad para uso profesional",405.41,Audio,382
"Router Plus","Producto de alta calidad para uso profesional",758.14,Redes,396
"SSD Gaming","Producto de alta calidad para uso profesional",426.25,Computadoras,450
"Laptop Max","Producto de alta calidad para uso profesional",786.29,Audio,178
"Mouse Gaming","Producto de alta calidad para uso profesional",1399.65,Computadoras,405
"Tablet Pro","Producto de alta calidad para uso profesional",1989.86,Audio,238
